,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
2850,338863,17716568,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCN(C4CCC4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,,,CHEMBL3886319,,2015.0,,CHEMBL3912863,,CHEMBL3912863,,False,http://www.openphacts.org/units/Nanomolar,2846631,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2851,338864,17716569,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCN(C4CCN(C)CC4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,,,CHEMBL3886319,,2015.0,,CHEMBL3950483,,CHEMBL3950483,,False,http://www.openphacts.org/units/Nanomolar,2846632,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2852,338865,17716570,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)N1CCC(N2CCC(c3cc(NC(=O)c4cnn5cccnc45)n(-c4ccc(C)cn4)n3)CC2)CC1,,,CHEMBL3886319,,2015.0,,CHEMBL3908856,,CHEMBL3908856,,False,http://www.openphacts.org/units/Nanomolar,2846633,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2853,338866,17716571,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCN(C4CCCC(C)C4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,,,CHEMBL3886319,,2015.0,,CHEMBL3936809,,CHEMBL3936809,,False,http://www.openphacts.org/units/Nanomolar,2846634,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2854,338867,17716572,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCN(CC(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,,,CHEMBL3886319,,2015.0,,CHEMBL3921310,,CHEMBL3921310,,False,http://www.openphacts.org/units/Nanomolar,2846635,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2855,338868,17716573,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCC(N2CCC(c3cc(NC(=O)c4cnn5cccnc45)n(-c4ccc(C)cn4)n3)CC2)CC1,,,CHEMBL3886319,,2015.0,,CHEMBL3945694,,CHEMBL3945694,,False,http://www.openphacts.org/units/Nanomolar,2846636,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2856,338869,17716574,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,CCCN1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C)cn3)n2)CC1,,,CHEMBL3886319,,2015.0,,CHEMBL3894394,,CHEMBL3894394,,False,http://www.openphacts.org/units/Nanomolar,2846637,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2857,338870,17716575,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCN(CC4CC4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,,,CHEMBL3886319,,2015.0,,CHEMBL3922407,,CHEMBL3922407,,False,http://www.openphacts.org/units/Nanomolar,2846638,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2858,338871,17716576,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCN(C4Cc5ccccc5C4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,,,CHEMBL3886319,,2015.0,,CHEMBL3899809,,CHEMBL3899809,,False,http://www.openphacts.org/units/Nanomolar,2846639,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2859,338872,17716577,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(CC4CCOC4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3931326,,CHEMBL3931326,,False,http://www.openphacts.org/units/Nanomolar,2846640,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2860,338873,17716578,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4cncs4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3942315,,CHEMBL3942315,,False,http://www.openphacts.org/units/Nanomolar,2846641,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2861,338874,17716579,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4ccc5c(c4)C(=O)NC5)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3984714,,CHEMBL3984714,,False,http://www.openphacts.org/units/Nanomolar,2846642,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2862,338875,17716580,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4cnc(N(C)C)s4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3956292,,CHEMBL3956292,,False,http://www.openphacts.org/units/Nanomolar,2846643,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2863,338876,17716581,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4ccn[nH]4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3928721,,CHEMBL3928721,,False,http://www.openphacts.org/units/Nanomolar,2846644,<,37,True,<,,IC50,nM,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,100.0
2864,338877,17716582,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4cscn4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3967389,,CHEMBL3967389,,False,http://www.openphacts.org/units/Nanomolar,2846645,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2865,338878,17716583,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4ncco4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3934160,,CHEMBL3934160,,False,http://www.openphacts.org/units/Nanomolar,2846646,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2866,338879,17716584,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4cccnc4F)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3972693,,CHEMBL3972693,,False,http://www.openphacts.org/units/Nanomolar,2846647,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2867,338880,17716585,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ncc(CN2CCCC(c3cc(NC(=O)c4cnn5cccnc45)n(-c4ccc(C)cc4)n3)C2)cn1,,,CHEMBL3886319,,2015.0,,CHEMBL3943129,,CHEMBL3943129,,False,http://www.openphacts.org/units/Nanomolar,2846648,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2868,338881,17716586,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4ccc(F)cn4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3980732,,CHEMBL3980732,,False,http://www.openphacts.org/units/Nanomolar,2846649,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2869,338882,17716587,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4ccc(C5(C#N)COC5)cc4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL4114655,,CHEMBL4114655,,False,http://www.openphacts.org/units/Nanomolar,2846650,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
2870,338883,17716588,[],CHEMBL3887430,"Kinase Assay: The kinase activity of IRAK-4 is determined by its ability to catalyze the phosphorylation of a fluorescent polypeptide substrate. The extent of phosphorylation is measured using the IMAP technology (Molecular Devices) where the phosphorylated fluorescent substrate binds to the large M(III)-based nanoparticles which reduces the rotational speed of the substrate and thus increases its fluorescent polarization (FP). 20 μl reaction mixture contains 10 mM TriHCl, pH 7.2, 0.5 nM GST tagged IRAK-4 (SignalChem), 100 nM fluorescent peptide substrate (RP7030, Molecular Devices), 100 μM ATP, 1 mM DTT, 1 mM MgCl2, and 0.01% Tween 20. The reaction is initiated by the addition of ATP. After incubation for 30 minutes at 25° C., 60 μl of Progressive IMAP Reagent (Molecular Devices) is added to stop the reaction. Change in RP7030's FP is determined by a FP reader (Analyst HT, LH, BioSystems).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-n2nc(C3CCCN(Cc4cn[nH]c4)C3)cc2NC(=O)c2cnn3cccnc23)cc1,,,CHEMBL3886319,,2015.0,,CHEMBL3892745,,CHEMBL3892745,,False,http://www.openphacts.org/units/Nanomolar,2846651,<,37,True,<,,IC50,nM,,1000.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,IC50,nM,UO_0000065,,1000.0
