,Unnamed: 0,cpd_str_alert_id,molecule_chembl_id,alert.alert_id,alert.alert_name,alert.alert_set.priority,alert.alert_set.set_name,alert.smarts
18586,586,49323208,CHEMBL258866,7,R7 Peroxides,8,Glaxo,OO
17996,996,49322618,CHEMBL335083,7,R7 Peroxides,8,Glaxo,OO
19079,79,49323701,CHEMBL582158,7,R7 Peroxides,8,Glaxo,OO
13070,70,49317692,CHEMBL3985079,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
440,440,49305062,CHEMBL28248,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4836,836,49309458,CHEMBL524637,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5774,774,49310396,CHEMBL1186549,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5193,193,49309815,CHEMBL599103,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16970,970,49321592,CHEMBL599078,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
14122,122,49318744,CHEMBL4438893,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14037,37,49318659,CHEMBL4292787,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15108,108,49319730,CHEMBL4211713,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
14124,124,49318746,CHEMBL4438938,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18087,87,49322709,CHEMBL148453,7,R7 Peroxides,8,Glaxo,OO
11054,54,49315676,CHEMBL3144448,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6544,544,49311166,CHEMBL1385374,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6534,534,49311156,CHEMBL1382494,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1035,35,49305657,CHEMBL433249,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7494,494,49312116,CHEMBL1739139,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2854,854,49307476,CHEMBL156276,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3783,783,49308405,CHEMBL426203,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14167,167,49318789,CHEMBL4446367,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18200,200,49322822,CHEMBL425327,7,R7 Peroxides,8,Glaxo,OO
5577,577,49310199,CHEMBL1087824,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9274,274,49313896,CHEMBL2074985,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13943,943,49318565,CHEMBL4283149,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3786,786,49308408,CHEMBL387970,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7242,242,49311864,CHEMBL1628153,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7605,605,49312227,CHEMBL1771041,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14928,928,49319550,CHEMBL1880924,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
2321,321,49306943,CHEMBL136601,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9475,475,49314097,CHEMBL2165754,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
800,800,49305422,CHEMBL47259,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3001,1,49307623,CHEMBL350532,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3943,943,49308565,CHEMBL238304,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12137,137,49316759,CHEMBL3542377,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12261,261,49316883,CHEMBL3612447,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8769,769,49313391,CHEMBL1993777,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6371,371,49310993,CHEMBL1329325,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17124,124,49321746,CHEMBL2323397,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
19629,629,49324251,CHEMBL1277666,7,R7 Peroxides,8,Glaxo,OO
17864,864,49322486,CHEMBL102571,7,R7 Peroxides,8,Glaxo,OO
7838,838,49312460,CHEMBL1819058,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11210,210,49315832,CHEMBL3228413,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17537,537,49322159,CHEMBL295064,7,R7 Peroxides,8,Glaxo,OO
15304,304,49319926,CHEMBL27136,4,R4 Sulphate esters,8,Glaxo,"COS(=O)O[C,c]"
15088,88,49319710,CHEMBL4159904,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
7894,894,49312516,CHEMBL1851798,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6367,367,49310989,CHEMBL1327202,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15994,994,49320616,CHEMBL1971747,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11725,725,49316347,CHEMBL3289725,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8577,577,49313199,CHEMBL1983405,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12146,146,49316768,CHEMBL3546234,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9290,290,49313912,CHEMBL2089029,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11110,110,49315732,CHEMBL3185138,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2342,342,49306964,CHEMBL276907,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16424,424,49321046,CHEMBL3143212,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
3535,535,49308157,CHEMBL217757,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17289,289,49321911,CHEMBL3247739,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
11980,980,49316602,CHEMBL3358312,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19539,539,49324161,CHEMBL1213502,7,R7 Peroxides,8,Glaxo,OO
1649,649,49306271,CHEMBL94429,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5532,532,49310154,CHEMBL1096718,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5906,906,49310528,CHEMBL1195267,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12995,995,49317617,CHEMBL3959926,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12724,724,49317346,CHEMBL3800280,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11549,549,49316171,CHEMBL3274575,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7294,294,49311916,CHEMBL1649730,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10382,382,49315004,CHEMBL2313157,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12397,397,49317019,CHEMBL3633368,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19502,502,49324124,CHEMBL1208836,7,R7 Peroxides,8,Glaxo,OO
11625,625,49316247,CHEMBL3277186,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11980,980,49316602,CHEMBL3358312,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4731,731,49309353,CHEMBL477811,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17561,561,49322183,CHEMBL52248,7,R7 Peroxides,8,Glaxo,OO
19169,169,49323791,CHEMBL583706,7,R7 Peroxides,8,Glaxo,OO
7270,270,49311892,CHEMBL1641701,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8582,582,49313204,CHEMBL1983660,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9608,608,49314230,CHEMBL2229227,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17567,567,49322189,CHEMBL54896,7,R7 Peroxides,8,Glaxo,OO
6112,112,49310734,CHEMBL1256498,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19160,160,49323782,CHEMBL550371,7,R7 Peroxides,8,Glaxo,OO
11488,488,49316110,CHEMBL3250500,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3922,922,49308544,CHEMBL239637,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6248,248,49310870,CHEMBL1277963,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
517,517,49305139,CHEMBL33716,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8816,816,49313438,CHEMBL1996295,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
154,154,49304776,CHEMBL12267,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17056,56,49321678,CHEMBL2057864,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
8780,780,49313402,CHEMBL1994314,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4179,179,49308801,CHEMBL270832,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1436,436,49306058,CHEMBL83848,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8204,204,49312826,CHEMBL1964509,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16725,725,49321347,CHEMBL4467782,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
17623,623,49322245,CHEMBL58050,7,R7 Peroxides,8,Glaxo,OO
17177,177,49321799,CHEMBL3229969,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
14267,267,49318889,CHEMBL4470239,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10017,17,49314639,CHEMBL2270564,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3065,65,49307687,CHEMBL167691,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9023,23,49313645,CHEMBL2007337,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9154,154,49313776,CHEMBL2029166,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16327,327,49320949,CHEMBL3091975,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
14790,790,49319412,CHEMBL97526,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
6110,110,49310732,CHEMBL1255838,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5559,559,49310181,CHEMBL1097819,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10462,462,49315084,CHEMBL2348478,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19500,500,49324122,CHEMBL1208587,7,R7 Peroxides,8,Glaxo,OO
19184,184,49323806,CHEMBL565698,7,R7 Peroxides,8,Glaxo,OO
10037,37,49314659,CHEMBL2272287,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4344,344,49308966,CHEMBL454120,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14603,603,49319225,CHEMBL4642991,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17651,651,49322273,CHEMBL306325,7,R7 Peroxides,8,Glaxo,OO
10099,99,49314721,CHEMBL2282844,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17190,190,49321812,CHEMBL3229982,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
8697,697,49313319,CHEMBL1989587,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13480,480,49318102,CHEMBL4128739,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14956,956,49319578,CHEMBL2180820,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
10980,980,49315602,CHEMBL3143118,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3569,569,49308191,CHEMBL220873,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17795,795,49322417,CHEMBL327842,7,R7 Peroxides,8,Glaxo,OO
16358,358,49320980,CHEMBL3142854,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
17171,171,49321793,CHEMBL3229963,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
6861,861,49311483,CHEMBL1500695,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2680,680,49307302,CHEMBL153671,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10181,181,49314803,CHEMBL2287813,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17561,561,49322183,CHEMBL52248,7,R7 Peroxides,8,Glaxo,OO
8588,588,49313210,CHEMBL1983989,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11325,325,49315947,CHEMBL3246281,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9676,676,49314298,CHEMBL2235948,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17201,201,49321823,CHEMBL3229993,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
1279,279,49305901,CHEMBL70372,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4609,609,49309231,CHEMBL497547,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13701,701,49318323,CHEMBL4211901,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12102,102,49316724,CHEMBL3417262,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5933,933,49310555,CHEMBL1196845,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6509,509,49311131,CHEMBL1373709,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11887,887,49316509,CHEMBL3326405,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13058,58,49317680,CHEMBL3981450,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18260,260,49322882,CHEMBL372014,7,R7 Peroxides,8,Glaxo,OO
2599,599,49307221,CHEMBL345274,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10283,283,49314905,CHEMBL2297080,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10157,157,49314779,CHEMBL2287790,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4706,706,49309328,CHEMBL476085,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6498,498,49311120,CHEMBL1367746,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18164,164,49322786,CHEMBL351473,7,R7 Peroxides,8,Glaxo,OO
9916,916,49314538,CHEMBL2268951,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9054,54,49313676,CHEMBL2008446,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12896,896,49317518,CHEMBL3925794,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10252,252,49314874,CHEMBL2289725,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6557,557,49311179,CHEMBL1388871,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15176,176,49319798,CHEMBL4467941,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
2660,660,49307282,CHEMBL150360,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19585,585,49324207,CHEMBL1257008,7,R7 Peroxides,8,Glaxo,OO
11301,301,49315923,CHEMBL3234361,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3568,568,49308190,CHEMBL220921,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16323,323,49320945,CHEMBL3038061,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
8742,742,49313364,CHEMBL1991933,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10288,288,49314910,CHEMBL2297218,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4106,106,49308728,CHEMBL408623,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4469,469,49309091,CHEMBL475874,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6228,228,49310850,CHEMBL1277427,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5834,834,49310456,CHEMBL1190773,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16980,980,49321602,CHEMBL1096976,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
15840,840,49320462,CHEMBL1198142,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
490,490,49305112,CHEMBL281067,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17277,277,49321899,CHEMBL3247727,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
9361,361,49313983,CHEMBL2114140,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11222,222,49315844,CHEMBL3229290,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9162,162,49313784,CHEMBL2035332,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4666,666,49309288,CHEMBL511897,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15754,754,49320376,CHEMBL463977,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
15488,488,49320110,CHEMBL119632,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
7107,107,49311729,CHEMBL1598543,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2400,400,49307022,CHEMBL139796,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9542,542,49314164,CHEMBL2205859,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
718,718,49305340,CHEMBL291273,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12271,271,49316893,CHEMBL3613247,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4839,839,49309461,CHEMBL497710,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10053,53,49314675,CHEMBL2282055,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18953,953,49323575,CHEMBL516117,7,R7 Peroxides,8,Glaxo,OO
15868,868,49320490,CHEMBL1613534,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
7114,114,49311736,CHEMBL1600990,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17227,227,49321849,CHEMBL3230019,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
10842,842,49315464,CHEMBL3092608,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16941,941,49321563,CHEMBL499696,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
8664,664,49313286,CHEMBL1988189,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3322,322,49307944,CHEMBL371135,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9413,413,49314035,CHEMBL2151855,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17456,456,49322078,CHEMBL27679,7,R7 Peroxides,8,Glaxo,OO
16183,183,49320805,CHEMBL2111711,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
14447,447,49319069,CHEMBL4574497,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15182,182,49319804,CHEMBL4469885,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
12691,691,49317313,CHEMBL3780933,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10781,781,49315403,CHEMBL2442436,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8565,565,49313187,CHEMBL1982594,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18788,788,49323410,CHEMBL480519,7,R7 Peroxides,8,Glaxo,OO
17608,608,49322230,CHEMBL61091,7,R7 Peroxides,8,Glaxo,OO
8671,671,49313293,CHEMBL1988455,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2266,266,49306888,CHEMBL131919,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4296,296,49308918,CHEMBL514346,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18110,110,49322732,CHEMBL158327,7,R7 Peroxides,8,Glaxo,OO
16206,206,49320828,CHEMBL2115239,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
12171,171,49316793,CHEMBL3577388,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15776,776,49320398,CHEMBL517257,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
5450,450,49310072,CHEMBL1077127,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13182,182,49317804,CHEMBL4073942,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19157,157,49323779,CHEMBL557765,7,R7 Peroxides,8,Glaxo,OO
14364,364,49318986,CHEMBL4544136,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1482,482,49306104,CHEMBL83758,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17029,29,49321651,CHEMBL1983878,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
14620,620,49319242,CHEMBL4645146,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15137,137,49319759,CHEMBL4442713,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
8525,525,49313147,CHEMBL1980738,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14955,955,49319577,CHEMBL2180819,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
15188,188,49319810,CHEMBL4473951,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
16800,800,49321422,CHEMBL268402,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
13454,454,49318076,CHEMBL4126949,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15645,645,49320267,CHEMBL378646,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
17198,198,49321820,CHEMBL3229990,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
4367,367,49308989,CHEMBL515416,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6203,203,49310825,CHEMBL1276775,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10183,183,49314805,CHEMBL2287815,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4980,980,49309602,CHEMBL560659,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3439,439,49308061,CHEMBL205366,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4386,386,49309008,CHEMBL490708,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
74,74,49304696,CHEMBL10566,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
