,Unnamed: 0,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
210,870,,34734,[],CHEMBL655768,In vitro inhibitory activity against recombinant human CD45 using fluorescein diphosphate (FDP) as a substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,,,CHEMBL1135185,Bioorg. Med. Chem. Lett.,2002,CHEMBL60707,,CHEMBL60707,5.51,False,http://www.openphacts.org/units/Nanomolar,100640,=,1,True,=,,IC50,nM,,3070.0,CHEMBL3243,Homo sapiens,Leukocyte common antigen,9606.0,,,IC50,uM,UO_0000065,,3.07,20.17,0.36,2.14,11.04,
1228,679,,38543,[],CHEMBL875140,Inhibitory activity against Dihydrofolate reductase from rat liver,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,6.67,True,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,IC50,nM,,214.0,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase,10116.0,,,IC50,nM,UO_0000065,,214.0,19.59,0.36,4.54,5.5,
1225,437,,38301,[],CHEMBL705239,In vitro inhibition of Lanosterol 14-alpha demethylase (Candida albicans CY1005),B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,,CHEMBL1151576,Bioorg. Med. Chem. Lett.,1994,CHEMBL64391,ITRACONAZOLE,CHEMBL64391,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,320477,=,1,True,=,,IC50,ug.mL-1,,0.06,CHEMBL3849,Homo sapiens,Cytochrome P450 51,9606.0,,,IC50,ug ml-1,UO_0000274,,0.06,,,,,
2745,198,,33062,[],CHEMBL759367,"In vivo antitumor activity in mice bearing P388 leukemia cells at an optimal dose of 45 mg/kg given on days 1,5,9.",F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(NS(C)(=O)=O)ccc1Nc1c2cccc(C)c2nc2c(C)cccc12,,,CHEMBL1122588,J. Med. Chem.,1984,CHEMBL326857,,CHEMBL326857,,False,http://qudt.org/vocab/unit#Percent,231154,=,1,False,=,,ILS,%,,135.0,CHEMBL389,Mus musculus,P388,10090.0,,,ILS,%,UO_0000187,,135.0,,,,,
1370,649,,34513,[],CHEMBL648693,Optimal dose per injection in mg/kg required to inhibit growth of murine B-16 melanoma in vivo,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C1c2ccccc2-c2nn(CCNCO)c3ccc(NCCNCCO)c1c23,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL24454,,CHEMBL24454,,False,,35236,=,1,False,=,,Optimal dose,mg kg-1,,12.5,CHEMBL381,Mus musculus,B16,10090.0,,,Optimal dose,mg kg-1,UO_0000308,,12.5,,,,,
2964,859,,37723,[],CHEMBL839886,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL86960,,CHEMBL86960,,False,http://www.openphacts.org/units/Micromolar,157330,=,1,False,=,,ED50,uM,,0.0019,CHEMBL392,Homo sapiens,A549,9606.0,,,ED50,uM,UO_0000064,,0.0019,,,,,
2150,818,,32682,[],CHEMBL751483,Selective inhibition of serum stimulated growth of NIH3T3neu isogenic cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,,,CHEMBL1145114,J. Med. Chem.,2003,CHEMBL137635,,CHEMBL137635,4.19,False,http://www.openphacts.org/units/Nanomolar,262238,=,1,True,=,,IC50,nM,,64090.0,CHEMBL614822,Mus musculus,NIH3T3,10090.0,,,IC50,uM,UO_0000065,,64.09,,,,,
1043,685,,35549,[],CHEMBL650098,In vitro antifungal activity against Aspergillus fumigatus,F,,,BAO_0000181,BAO_0000218,organism-based format,CCCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL433536,,CHEMBL433536,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338507,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
3123,420,,40284,[],CHEMBL669796,In vitro inhibition of human DNA topoisomerase I activity.,B,,,BAO_0000201,BAO_0000357,single protein format,CCc1ccccc1/N=C1/C(=O)c2cncnc2C(O)=C1Cl,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL116056,,CHEMBL116056,,False,http://qudt.org/vocab/unit#Percent,215703,=,1,True,=,,Inhibition,%,,20.0,CHEMBL1781,Homo sapiens,DNA topoisomerase I,9606.0,,,Inhibition,%,UO_0000187,,20.0,,,,,
2913,887,,36751,[],CHEMBL621424,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(/N=C2/C(=O)c3cncnc3C(O)=C2Cl)c(Br)c1,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL115302,,CHEMBL115302,5.39,False,http://www.openphacts.org/units/Nanomolar,215705,=,1,True,=,,IC50,nM,,4070.0,CHEMBL392,Homo sapiens,A549,9606.0,,,IC50,uM,UO_0000065,,4.07,,,,,
62,277,,33141,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,=,1,False,=,,Inhibition,ug ml-1,,100.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1596,271,,38135,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,Br.CCN(CC)CCn1nc2c3c(c(NCCNC)ccc31)C(=O)c1c(O)ccc(O)c1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543035,,CHEMBL1191878,,False,,35168,>,1,False,>,,Activity,,,7.1,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,7.1,,,,,
253,195,,33059,[],CHEMBL665236,DNA binding affinity as log K value,B,,,BAO_0000179,BAO_0000225,nucleic acid format,COc1cc(NS(C)(=O)=O)ccc1Nc1c2cccc(C)c2nc2c(C)cccc12,,,CHEMBL1122588,J. Med. Chem.,1984,CHEMBL326857,,CHEMBL326857,,False,,231154,=,1,False,=,,Log K,,,6.14,CHEMBL345,,Nucleic Acid,,,,Log K,,,,6.14,,,,,
2389,862,,37726,[],CHEMBL805663,Cytotoxic concentration required to inhibit 50% cell growth in SKMEL-5 melanoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL86960,,CHEMBL86960,,False,http://www.openphacts.org/units/Micromolar,157330,=,1,False,=,,ED50,uM,,0.0007,CHEMBL614922,Homo sapiens,SK-MEL-5,9606.0,,,ED50,uM,UO_0000064,,0.0007,,,,,
1494,51,,36915,[],CHEMBL758597,Optimal dose per injection in mg/kg required to inhibit growth of P388 leukemia cells in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,CCN(CC)CCCCCCCNc1ccc2c3c(nn2CCN(CC)CC)-c2ccccc2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543742,,CHEMBL1192499,,False,,35211,=,1,True,=,,DOSE,mg.kg-1,,25.0,CHEMBL389,Mus musculus,P388,10090.0,,,Dose,mg kg-1,UO_0000308,,25.0,,,,,
1900,452,,37316,[],CHEMBL809304,Ability to prevent HIV-1 induced T4 cell killing and HIV-1 replication.,F,,,BAO_0000188,BAO_0000219,cell-based format,Nc1cc(N)c(/N=N/c2ccc(/C=C/c3ccc(/N=N/c4c(N)cc(N)cc4C(=O)[O-])cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)c(C(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+],,,CHEMBL1128679,J. Med. Chem.,1995,CHEMBL290179,,CHEMBL1615819,4.51,False,http://www.openphacts.org/units/Nanomolar,70241,=,1,True,=,,EC50,nM,,31000.0,CHEMBL614024,Homo sapiens,AIK-T4,9606.0,,,EC50,uM,UO_0000065,,31.0,,,,,
582,840,,35704,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL542566,,CHEMBL1191462,,False,http://qudt.org/vocab/unit#Percent,35186,=,1,False,=,,T/C,%,,250.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,250.0,,,,,
2637,624,,41488,[],CHEMBL665236,DNA binding affinity as log K value,B,,,BAO_0000179,BAO_0000225,nucleic acid format,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C)cccc12,,,CHEMBL1122588,J. Med. Chem.,1984,CHEMBL276158,,CHEMBL276158,,False,,231158,=,1,False,=,,Log K,,,5.96,CHEMBL345,,Nucleic Acid,,,,Log K,,,,5.96,,,,,
1141,946,,37810,[],CHEMBL823916,Binding affinity against alpha-3-beta-3-gamma-2 GABAA/BzR receptor subtype.,B,,,BAO_0000192,BAO_0000223,protein complex format,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(N=[N+]=[N-])cc2C1=O,,,CHEMBL1131143,J. Med. Chem.,1998,CHEMBL6421,,CHEMBL6421,8.25,False,http://www.openphacts.org/units/Nanomolar,254635,=,1,True,=,,Ki,nM,,5.66,CHEMBL2094120,Homo sapiens,GABA-A receptor; alpha-3/beta-3/gamma-2,9606.0,,,Ki,nM,UO_0000065,,5.66,23.27,0.43,4.89,7.29,
515,784,,34648,[],CHEMBL629247,Partition coefficient of compound in octanol and water by Fragmental method of Leo/Hansch,P,,,BAO_0002130,BAO_0000100,small-molecule physicochemical format,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,,,CHEMBL1136579,Bioorg. Med. Chem. Lett.,2003,CHEMBL41092,CHRYSOPHANOL,CHEMBL41092,,False,,307474,=,1,True,=,,LogP,,,3.39,CHEMBL2362975,,No relevant target,,,,Log Pow,,,,3.39,,,,,
2963,650,,37514,[],CHEMBL849471,Ratio of inhibition of serum stimulated growth NIH3T3neu to that of NIH3T3 isogenic cells,F,,,BAO_0000179,BAO_0000219,cell-based format,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,,,CHEMBL1145114,J. Med. Chem.,2003,CHEMBL135592,,CHEMBL135592,,False,,262235,=,1,False,=,,Ratio,,,0.38,CHEMBL612545,,Unchecked,,,,Ratio,,,,0.38,,,,,
514,654,,34518,[],CHEMBL759554,"Inhibition of P388 leukemia cells in mice, measured as percent treated to the control values with the number of 30 day survivors",F,,,BAO_0001103,BAO_0000219,cell-based format,CN(C)CCNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL553770,,CHEMBL1195048,,False,http://qudt.org/vocab/unit#Percent,35181,=,1,False,=,,T/C,%,,254.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,254.0,,,,,
2534,241,,40105,[],CHEMBL876771,Ability to inhibit Tubulin polymerization in Bovine brain,F,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc(CNc2cc(OC)c(OC)c(OC)c2)cc1,,,CHEMBL1125188,J. Med. Chem.,1991,CHEMBL87353,,CHEMBL87353,,False,http://www.openphacts.org/units/Nanomolar,157328,>,1,True,>,,IC50,nM,,50000.0,CHEMBL2094134,Bos taurus,Tubulin,9913.0,,,IC50,uM,UO_0000065,,50.0,,,,,
3012,125,,37989,[],CHEMBL664097,In vitro antifungal activity against Cryptococcus neoformans,F,,,BAO_0000181,BAO_0000218,organism-based format,CCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL369813,,CHEMBL369813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338516,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL365,Cryptococcus neoformans,Filobasidiella neoformans,5207.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
2899,339,,36203,[],CHEMBL707251,In vivo median survival time of treated vs untreated mice x 100 against murine L1210 leukemia cells after iv treatment on day 1 after tumor iv transplant,F,,,BAO_0001103,BAO_0000218,organism-based format,Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)/C=C/c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N,,,CHEMBL1133770,J. Med. Chem.,2000,CHEMBL553635,,CHEMBL99772,,False,http://qudt.org/vocab/unit#Percent,164591,=,1,False,=,,T/C,%,,267.0,CHEMBL386,Mus musculus,L1210,10090.0,,,T/C,%,UO_0000187,,267.0,,,,,
1570,131,,37995,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,CCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL369813,,CHEMBL369813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338516,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
906,183,,33047,[],CHEMBL669796,In vitro inhibition of human DNA topoisomerase I activity.,B,,,BAO_0000201,BAO_0000357,single protein format,O=C1C(Nc2ccc(Br)cc2)=C(Cl)C(=O)c2ncncc21,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL115665,,CHEMBL115665,,False,http://qudt.org/vocab/unit#Percent,215713,=,1,True,=,,Inhibition,%,,58.0,CHEMBL1781,Homo sapiens,DNA topoisomerase I,9606.0,,,Inhibition,%,UO_0000187,,58.0,,,,,
1401,30,,34894,[],CHEMBL815134,Effect against HIV-1 chronically infected promonocytic cell line U1 in the presence of PMA(phorbol 12-myristate 13-acetate),F,,,BAO_0000179,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1128496,J. Med. Chem.,1995,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,http://www.openphacts.org/units/PicogramPerMilliliter,190461,=,1,False,=,,p24,pg ml-1,,8218.0,CHEMBL612558,,ADMET,,,,p24,pg ml-1,,,8218.0,,,,,
2987,100,,37964,[],CHEMBL744617,In vitro antifungal activity against Mucor sp,F,,,BAO_0000181,BAO_0000019,assay format,CCCn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5COC(Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL434298,,CHEMBL434298,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338536,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
2722,240,,32104,[],CHEMBL761369,Inhibitory activity of compound on p24 production in peripheral blood mononuclear cells infected with HIV strain A17.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1131738,Bioorg. Med. Chem. Lett.,1999,CHEMBL129,ZIDOVUDINE,CHEMBL129,8.22,False,http://www.openphacts.org/units/Nanomolar,66201,=,1,True,=,,IC50,nM,,6.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,0.006,,,,,
2072,453,,40317,[],CHEMBL815141,In vitro antifungal activity against Trichophyton mentagrophytes,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nn(CC(C)C)c(=O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL355397,,CHEMBL355397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338531,=,1,False,=,,Inhibition,ug ml-1,,10.0,CHEMBL346,Arthroderma benhamiae,Arthroderma benhamiae,63400.0,,,Inhibition,ug ml-1,UO_0000274,,10.0,,,,,
93,770,,33634,[],CHEMBL844603,Ratio of the inhibitory concentrations against rat liver DHFR and Toxoplasma gondii DHFR.,B,,,BAO_0000179,BAO_0000019,assay format,CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL52433,,CHEMBL52433,,False,,84824,=,1,False,=,,Ratio,,,3.9,CHEMBL2097172,Toxoplasma gondii,Dihydrofolate reductase; T. gondii vs rat,5811.0,,,Ratio,,,,3.9,,,,,
1136,863,,37727,[],CHEMBL708210,Cytotoxic concentration required to inhibit 50% cell growth in MLM melanoma cell lines,F,,,BAO_0003036,BAO_0000219,cell-based format,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1125188,J. Med. Chem.,1991,CHEMBL86960,,CHEMBL86960,,False,http://www.openphacts.org/units/Micromolar,157330,=,1,False,=,,ED50,uM,,0.0016,CHEMBL614684,,MLM,,,,ED50,uM,UO_0000064,,0.0016,,,,,
1685,184,,33048,[],CHEMBL663720,In vitro inhibition of human DNA topoisomerase II activity.,B,,,BAO_0000201,BAO_0000224,protein format,O=C1C(Nc2ccc(Br)cc2)=C(Cl)C(=O)c2ncncc21,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL115665,,CHEMBL115665,,False,http://qudt.org/vocab/unit#Percent,215713,=,1,True,=,,Inhibition,%,,94.0,CHEMBL2094255,Homo sapiens,DNA topoisomerase II,9606.0,,,Inhibition,%,UO_0000187,,94.0,,,,,
843,49,,36913,[],CHEMBL759556,"Tested for activity against P388 leukemia cells in mice, by intraperitoneal dosing and percent treated to the control values with the number of 30 day survivors i",F,,,BAO_0001103,BAO_0000219,cell-based format,CCN(CC)CCn1nc2c3c(c(NCCN)ccc31)C(=O)c1ccccc1-2.Cl,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL543509,,CHEMBL1192294,,False,http://qudt.org/vocab/unit#Percent,35249,=,1,False,=,,T/C,%,,104.0,CHEMBL389,Mus musculus,P388,10090.0,,,T/C,%,UO_0000187,,104.0,,,,,
992,784,,34648,[],CHEMBL629247,Partition coefficient of compound in octanol and water by Fragmental method of Leo/Hansch,P,,,BAO_0002130,BAO_0000100,small-molecule physicochemical format,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,,,CHEMBL1136579,Bioorg. Med. Chem. Lett.,2003,CHEMBL41092,CHRYSOPHANOL,CHEMBL41092,,False,,307474,=,1,True,=,,LogP,,,3.39,CHEMBL2362975,,No relevant target,,,,Log Pow,,,,3.39,,,,,
2853,34,,34898,[],CHEMBL618674,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),F,,,BAO_0000179,BAO_0000219,cell-based format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1128496,J. Med. Chem.,1995,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,http://www.openphacts.org/units/PicogramPerMilliliter,190461,=,1,False,=,,p24,pg ml-1,,19814.0,CHEMBL614263,Homo sapiens,ACH-2 cell line,9606.0,,,p24,pg ml-1,,,19814.0,,,,,
2665,652,,41516,[],CHEMBL798172,In vitro antifungal activity against Saprolegnia sp,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5cncn5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL171178,,CHEMBL171178,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338501,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612837,Saprolegnia,Saprolegnia,4769.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
1048,829,Not Active,35693,[],CHEMBL706334,Compound was tested in vitro against murine L1210 leukemia;IA means inactive,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNc1ccc2c3c(nn2CCO)-c2ccccc2C(=O)c13,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL286208,,CHEMBL286208,,False,,35205,,1,False,,,IC50,,,,CHEMBL386,Mus musculus,L1210,10090.0,,,IC50,M,,,,,,,,
1028,437,,35301,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C=C(C#N)C#N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J. Med. Chem.,1989,CHEMBL421877,,CHEMBL421877,,False,http://www.openphacts.org/units/Nanomolar,137187,=,1,True,=,,IC50,nM,,850000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,850.0,,,,,
138,282,,33146,[],CHEMBL806723,In vitro antifungal activity against Sporothrix schenck ii,F,,,BAO_0000181,BAO_0000218,organism-based format,Cc1nnc(O)n1-c1ccc(N2CCN(c3ccc(OC[C@@H]4COC(Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1,Non standard unit for type,Units for this activity type are unusual and may be incorrect (or the standard_type may be incorrect),CHEMBL1122688,J. Med. Chem.,1984,CHEMBL353397,,CHEMBL353397,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,338523,>,1,False,>,,Inhibition,ug ml-1,,100.0,CHEMBL612245,Sporothrix schenckii,Sporothrix schenckii,29908.0,,,Inhibition,ug ml-1,UO_0000274,,100.0,,,,,
194,643,,34507,[],CHEMBL762168,"Activity against P388 leukemia cells in mice, by intraperitoneal dosing and net log tumor cell kill was reported",F,,,BAO_0000181,BAO_0000219,cell-based format,Cl.NCCn1nc2c3c(c(NCCNCCO)ccc31)C(=O)c1ccccc1-2,,,CHEMBL1123657,J. Med. Chem.,1987,CHEMBL541525,,CHEMBL1190733,,False,,35240,=,1,False,=,,Activity,,,3.7,CHEMBL389,Mus musculus,P388,10090.0,,,Activity,,,,3.7,,,,,
21,916,,32780,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77085,,CHEMBL77085,4.02,False,http://www.openphacts.org/units/Nanomolar,137197,=,1,True,=,,IC50,nM,,96000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,96.0,18.67,0.34,2.29,3.62,
1679,916,,32780,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],,,CHEMBL1124610,J. Med. Chem.,1989,CHEMBL77085,,CHEMBL77085,4.02,False,http://www.openphacts.org/units/Nanomolar,137197,=,1,True,=,,IC50,nM,,96000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor erbB1,9606.0,,,IC50,uM,UO_0000065,,96.0,18.67,0.34,2.29,3.62,
2009,682,,38546,[],CHEMBL878604,Cytotoxic activity against K-562 Leukemia cell line,F,,,BAO_0000189,BAO_0000219,cell-based format,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,,,CHEMBL1128680,J. Med. Chem.,1995,CHEMBL279983,,CHEMBL279983,,False,http://www.openphacts.org/units/Nanomolar,84812,=,1,True,=,,GI50,nM,,3050.0,CHEMBL385,Homo sapiens,K562,9606.0,,,GI50,M,UO_0000065,,3.05e-06,,,,,
639,181,,33045,[],CHEMBL659902,In vitro cytotoxicity against human Col2 (colon cancer) cell line.,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1C(Nc2ccc(Br)cc2)=C(Cl)C(=O)c2ncncc21,,,CHEMBL1147454,Bioorg. Med. Chem. Lett.,2004,CHEMBL115665,,CHEMBL115665,5.52,False,http://www.openphacts.org/units/Nanomolar,215713,=,1,True,=,,IC50,nM,,3020.0,CHEMBL614462,Homo sapiens,Col2,9606.0,,,IC50,uM,UO_0000065,,3.02,,,,,
